SAMPID	SMATSSCR	SMCENTER	SMPTHNTS	SMRIN	SMTS	SMTSD	SMTSISCH	SMNABTCH	SMNABTCHT	SMNABTCHD	SMGEBTCH	SMGEBTCHD	SMGEBTCHT	SME2MPRT	SMCHMPRS	SMNTRART	SMNUMGPS	SMMAPRT	SMEXNCRT	SM550NRM	SMGNSDTC	SMUNMPRT	SM350NRM	SMRDLGTH	SMMNCPB	SME1MMRT	SMSFLGTH	SMESTLBS	SMMPPD	SMNTERRT	SMRRNANM	SMRDTTL	SMVQCFL	SMMNCV	SMTRSCPT	SMMPPDPR	SMCGLGTH	SMGAPPCT	SMUNPDRD	SMNTRNRT	SMMPUNRT	SMEXPEFF	SMMPPDUN	SME2MMRT	SME2ANTI	SMALTALG	SME2SNSE	SMMFLGTH	SME1ANTI	SMSPLTRD	SMBSMMRT	SME1SNSE	SME1PCTS	SMRRNART	SME1MPRT	SMNUM5CD	SMDPMPRT	SME2PCTS
GTEX-POMQ-0626-SM-3P61E	1	B1	6 pieces, ~8x3mm; 5 of the 6 have major muscle fragmentation/tears;	8	Esophagus	Esophagus - Muscularis	0-3 hours	BP-19350	RNA isolation_PAXgene Tissue miRNA	10/12/2011	LCSET-2386	12/16/2012	TrueSeq.v1	0.88333064	102769	0.9734444	872	0.9126451	0.884436	0.34528723	23960	0.7537742	0.7204229	76	41.210133	0.0030885895	241	73556181	80189190	0.026268465	978020	87864592	11497830	0.6171123	137820	37857828	64040	0.03491054	0	0.08900845	0.6879284	0.80717623	60444548	0.0031183192	15988573	3847964	16228716	223	17129339	15251500	0.003102977	17212385	50.120907	0.011130991	0.9419596	847	0.24622573	50.372692
GTEX-POMQ-0826-SM-3P61H	1	B1	6 pieces, ~8x2.5mm, mucosa 0.8mm, mild chronic gastritis, well-preserved fundic mucosa	7.4	Stomach	Stomach	0-3 hours	BP-19350	RNA isolation_PAXgene Tissue miRNA	10/12/2011	LCSET-2386	12/16/2012	TrueSeq.v1	0.8766928	115317	0.97668153	786	0.9057414	0.86168927	0.30358002	25046	0.6687307	0.747282	76	43.25661	0.0032152063	295	56815241	94243608	0.02278199	1021784	104051344	13663332	0.6074236	140107	44423163	52659	0.029336408	0	0.11499234	0.60569704	0.7804676	63023591	0.0032625194	20014992	14601363	20437169	256	21606169	18663225	0.0032381043	21506701	49.88464	0.009819998	0.93478996	867	0.33126932	50.521824
GTEX-POMQ-1226-SM-3P61F	1	B1	2 pieces  ~8 x 7mm; No endometrium , only myometium	8.4	Uterus	Uterus	4-7 hours	BP-19351	RNA isolation_PAXgene Tissue miRNA	10/12/2011	LCSET-2386	12/16/2012	TrueSeq.v1	0.8871721	120245	0.97583956	585	0.9158624	0.87339216	0.31689563	24399	0.78091836	0.66697663	76	82.239105	0.0030146707	306	104354240	96271142	0.023809139	578449	105115294	13589134	0.54290813	138201	45484617	39917	0.022270948	0	0.1024474	0.7152137	0.799907	75179907	0.0030356122	19530124	4021910	19761390	293	20887671	20103226	0.0030248135	20937565	50.059643	0.0055029956	0.9445526	898	0.2190816	50.294296
GTEX-POMQ-1426-SM-3P61D	1	B1	2 pieces, ~8x8 & 13x5mm; a few primordial follicles; probable old endometriosis	7.1	Ovary	Ovary	4-7 hours	BP-19351	RNA isolation_PAXgene Tissue miRNA	10/12/2011	LCSET-2386	12/16/2012	TrueSeq.v1	0.8765506	174775	0.9605126	688	0.9067204	0.79608446	0.335319	25249	0.8022843	0.7387122	76	43.443676	0.0030545895	213	103286922	83378687	0.039243888	1137867	91956334	12647968	0.58643085	139612	39172974	49403	0.025637873	0	0.16442817	0.72744757	0.7218261	66893411	0.0031150454	17191934	5320426	17360981	201	18426471	14259309	0.0030838116	18490822	50.08716	0.012373992	0.93689024	874	0.1977157	50.244617
GTEX-POMQ-1926-SM-3NB1Y	1	B1	2 pieces, ~8x8 & 10x10mm, larger piece has extensive fracture artifact, probable fixation effect	8.2	Muscle	Muscle - Skeletal	4-7 hours	BP-19351	RNA isolation_PAXgene Tissue miRNA	10/12/2011	LCSET-2318	12/16/2012	TrueSeq.v1	0.89831054	77515	0.9806211	1128	0.9151509	0.9141229	0.3336237	22103	0.574086	0.69777435	76	31.350523	0.0034282717	249	39025657	94428903	0.019161612	1340463	103183974	17581836	0.60035414	129737	45116249	86790	0.048033394	0	0.06649824	0.5253753	0.83656037	54210313	0.0034826577	19680903	3141501	20006280	237	20504400	20223613	0.0034549644	20667548	50.19813	0.012991	0.93199116	814	0.425914	50.409924
GTEX-POMQ-2026-SM-2QU3S	0	B1	2 pieces, ~1.8x1mm, ~50% fat and blood vessels	7.3	Nerve	Nerve - Tibial	4-7 hours	BP-19351	RNA isolation_Trizol Manual (Cell Pellet)	10/12/2011	GTEX_AffyBatch5_March12	03/29/2012	Affymetrix Expression																																													
GTEX-POMQ-2026-SM-2S1OD	0	B1	2 pieces, ~1.8x1mm, ~50% fat and blood vessels	7.3	Nerve	Nerve - Tibial	4-7 hours	BP-19351	RNA isolation_Trizol Manual (Cell Pellet)	10/12/2011	LCSET-1464	06/08/2012	TrueSeq.v1	0.71575826	75555	0.96938133	835	0.7245356	0.8509285	0.29419875	23112	0.8099975	0.68549365	76	40.337193	0.004790056	148	67343631	52063383	0.03030631	347144	71857590	25482870	0.58447427	134428	24516735	61304	0.031748235	0	0.11845285	0.58687204	0.616528	42171211	0.003535502	10716195	2088614	10980889	124	11164422	9080274	0.0041703777	11069012	49.78544	0.0048309998	0.7333129	827	0.19000247	50.609978
GTEX-POMQ-2126-SM-2QU4E	0	B1	2 pieces, ~2 x 0.6mm, normal artery	7.8	Blood Vessel	Artery - Tibial	4-7 hours	BP-19351	RNA isolation_Trizol Manual (Cell Pellet)	10/12/2011	GTEX_AffyBatch5_March12	03/29/2012	Affymetrix Expression																																													
GTEX-POMQ-2126-SM-2S1OJ	0	B1	2 pieces, ~2 x 0.6mm, normal artery	7.8	Blood Vessel	Artery - Tibial	4-7 hours	BP-19351	RNA isolation_Trizol Manual (Cell Pellet)	10/12/2011	LCSET-1464	06/08/2012	TrueSeq.v1	0.46043774	78984	0.97602767	1297	0.47440854	0.90112746	0.3495734	20085	0.8039953	0.7644402	76	19.695446	0.0049109734	146	46982151	35689782	0.023589691	242541	75230064	29369982	0.6475179	122563	16539758	122670	0.065010294	0	0.074900255	0.38142225	0.42750254	28694420	0.0039740102	7021608	2481794	7254867	113	7647718	7334201	0.004456288	7501730	49.518173	0.0032239903	0.48837927	753	0.1960046	50.816936
GTEX-POMQ-2226-SM-2I5FK	0	B1	6 pieces, ~8x3mm. focal dermal hemorrhages	7.1	Skin	Skin - Sun Exposed (Lower leg)	4-7 hours	BP-19351	RNA isolation_PAXgene Tissue miRNA	10/12/2011	LCSET-1168_5	02/25/2012	TrueSeq.v1	0.64446986	138292	0.9608999	846	0.7494758	0.88411367	0.24196003	23200	0.59421515	0.7892767	76	56.16838	0.0030301712	183	39064003	79572813	0.038980234	2641011	106171299	23889363	0.67990124	132061	33358956	61212	0.034694288	11102265	0.07678622	0.44534987	0.6626218	47283373	0.0057799127	14119261	8139480	14509523	164	15495059	15338488	0.0043756543	15378562	49.811337	0.024875	0.69486797	834	0.40578482	50.68159
GTEX-POMQ-2226-SM-2M48S	0	B1	6 pieces, ~8x3mm. focal dermal hemorrhages	7.1	Skin	Skin - Sun Exposed (Lower leg)	4-7 hours	BP-19351	RNA isolation_PAXgene Tissue miRNA	10/12/2011	GTEx_Batch4Affy_Jan2012	02/07/2012	Affymetrix Expression																																													
GTEX-POMQ-2326-SM-2QU32	0	B1	2 large pieces, 9x11 and 10x11 mm. Both with large empty central areas of under-fixation.	6.8	Adipose Tissue	Adipose - Subcutaneous	4-7 hours	BP-19350	RNA isolation_Trizol Manual (Cell Pellet)	10/12/2011	GTEX_AffyBatch5_March12	03/29/2012	Affymetrix Expression																																													
GTEX-POMQ-2326-SM-2S1O8	0	B1	2 large pieces, 9x11 and 10x11 mm. Both with large empty central areas of under-fixation.	6.8	Adipose Tissue	Adipose - Subcutaneous	4-7 hours	BP-19350	RNA isolation_Trizol Manual (Cell Pellet)	10/12/2011	LCSET-1464	06/08/2012	TrueSeq.v1	0.19790815	65048	0.9737653	2106	0.20321389	0.88426334	0.3141832	19310	0.8334508	0.68675196	76	7.729831	0.0053542927	154	21827652	13928951	0.025952492	166148	68543304	26198760	0.7347706	121113	6434700	195758	0.1040957	0	0.08950193	0.16936877	0.1796946	11609095	0.004495207	2790614	2601603	2878131	119	3018518	2783477	0.0049359654	2961500	49.523266	0.0024239859	0.20851962	664	0.16654922	50.771923
GTEX-POYW-0006-SM-2XCF4		C1		8.1	Blood	Whole Blood	8-11 hours	BP-19132	RNA isolation_PAXgene Blood RNA (Manual)	09/29/2011	LCSET-1562	09/11/2012	TrueSeq.v1	0.35661653	21835	0.9764638	2440	0.38417938	0.8752628	0.2554614	20177	0.51620734	0.7209652	76	7.28829	0.0029142825	145	7470365	24025954	0.023137353	471914	62538376	9006030	0.70975053	120962	10857751	193414	0.103039995	0	0.101200975	0.19831622	0.3362579	12402374	0.0069816834	4979998	3744008	5118626	137	5786750	4997166	0.0048020757	5824577	50.16289	0.007545991	0.4117422	603	0.48379266	50.68637
GTEX-POYW-0006-SM-2XV6I		C1		8.1	Blood	Whole Blood	8-11 hours	BP-19132	RNA isolation_Trizol Manual (Cell Pellet)	09/29/2011	GTEx_AffyBatch9_May12	05/31/2012	Affymetrix Expression																																													
GTEX-POYW-0426-SM-2XCEV	1	C1	2 pieces ~5x3.5mm pieces, one ~40% fat one edge	6.5	Nerve	Nerve - Tibial	8-11 hours	BP-19380	RNA isolation_PAXgene Tissue miRNA	10/13/2011	LCSET-1562	09/11/2012	TrueSeq.v1	0.42520455	87341	0.9689553	1099	0.4402656	0.7903535	0.25784528	23448	0.51363266	0.7171902	76	23.731276	0.0025803023	159	16626553	51150966	0.030865867	288828	116182074	14832858	0.6255922	133545	23976706	73838	0.036744792	0	0.17860182	0.22613476	0.34796542	26272806	0.0065985615	10548205	2695052	10800856	144	11390279	7573249	0.0045207017	11467756	50.16947	0.0024859945	0.4553266	790	0.48636734	50.591717
GTEX-POYW-0426-SM-2XV4T	1	C1	2 pieces ~5x3.5mm pieces, one ~40% fat one edge	6.5	Nerve	Nerve - Tibial	8-11 hours	BP-19380	RNA isolation_Trizol Manual (Cell Pellet)	10/13/2011	GTEx_AffyBatch9_May12	05/31/2012	Affymetrix Expression																																													
GTEX-POYW-0526-SM-2XCEY	1	C1	2 pieces, ~9x6mm, ~40% intermingled f	7.7	Muscle	Muscle - Skeletal	8-11 hours	BP-19380	RNA isolation_PAXgene Tissue miRNA	10/13/2011	LCSET-1562	09/11/2012	TrueSeq.v1	0.8617137	124304	0.9748961	1173	0.885451	0.8503878	0.28485742	22936	0.41412652	0.7381877	76	26.824171	0.0024991953	263	25929991	110415659	0.024951506	1689060	124699908	14425464	0.6243801	130559	52409765	95831	0.047198065	0	0.12450826	0.36668876	0.7529768	45726052	0.0066156685	22786436	4028643	23340861	264	24258393	20028421	0.0045022545	24404836	50.150467	0.013544998	0.9091884	759	0.5858735	50.600967
GTEX-POYW-0526-SM-2XV5Y	1	C1	2 pieces, ~9x6mm, ~40% intermingled f	7.7	Muscle	Muscle - Skeletal	8-11 hours	BP-19380	RNA isolation_Trizol Manual (Cell Pellet)	10/13/2011	GTEx_AffyBatch9_May12	05/31/2012	Affymetrix Expression																																													
GTEX-POYW-0726-SM-2XCEO	1	C1	2 ~ 10x5.5mm pieces, well-fixed.	7	Adipose Tissue	Adipose - Subcutaneous	8-11 hours	BP-19381	RNA isolation_PAXgene Tissue miRNA	10/13/2011	LCSET-1562	09/11/2012	TrueSeq.v1	0.8333869	179591	0.9789694	949	0.85535616	0.84794474	0.27446127	24325	0.48767704	0.7840882	76	35.129757	0.0023534314	290	34904022	115589036	0.02079134	1263922	135135570	14864496	0.6119019	136456	54854136	70463	0.036237154	0	0.13102466	0.41713756	0.72529477	56370120	0.006380762	24423397	5095203	24890228	288	25863044	20288268	0.0043153767	26040719	50.171158	0.009352993	0.87732536	822	0.51232296	50.473328
GTEX-POYW-0826-SM-2XCEM	1	C1	2 ~9.5x8mm pieces	6.3	Thyroid	Thyroid	8-11 hours	BP-19380	RNA isolation_PAXgene Tissue miRNA	10/13/2011	LCSET-1562	09/11/2012	TrueSeq.v1	0.51847017	106078	0.9507474	1296	0.5357466	0.69164956	0.26731494	24366	0.3157229	0.7837801	76	16.25972	0.0027073014	146	10365520	65064002	0.04911026	468779	121445480	16892922	0.65027785	136082	30428715	95069	0.048035026	0	0.2590978	0.16914748	0.3705489	20542197	0.0066722613	13150283	3693752	13365449	141	14118802	7082032	0.0046258518	14191961	50.129208	0.0038599954	0.55302304	721	0.68427706	50.40573
GTEX-POYW-0826-SM-2XV4Y	1	C1	2 ~9.5x8mm pieces	6.3	Thyroid	Thyroid	8-11 hours	BP-19380	RNA isolation_Trizol Manual (Cell Pellet)	10/13/2011	GTEx_AffyBatch9_May12	05/31/2012	Affymetrix Expression																																													
GTEX-POYW-1226-SM-2XCEP	2	C1	2 pieces, ~ 9.5x7.5mm -at least one aliquot appears peripheral (contains fat)	6.6	Lung	Lung	8-11 hours	BP-19380	RNA isolation_PAXgene Tissue miRNA	10/13/2011	LCSET-1562	09/11/2012	TrueSeq.v1	0.70509005	128904	0.9687019	2278	0.7238421	0.7936069	0.28268403	24109	0.15966599	0.76001596	76	9.143063	0.0024974006	224	7593659	97507345	0.031084972	751940	134708028	14648888	0.6858845	135624	46107850	162289	0.078644015	0	0.17509514	0.11557297	0.574446	15568607	0.006566178	20232641	3895878	20728004	233	21474422	14074804	0.004479086	21664726	50.220573	0.0055819983	0.7425942	678	0.840334	50.604683
GTEX-POYW-1226-SM-2XK2C	2	C1	2 pieces, ~ 9.5x7.5mm -at least one aliquot appears peripheral (contains fat)		Lung	Lung	8-11 hours	BP-23760	DNA Isolation from Tissue via QIAgen Spin Column	04/03/2012	GTEx_96Exome_May12	06/06/2012	Illumina Human Exome SNP Array																																													
GTEX-POYW-1226-SM-2XV5C	2	C1	2 pieces, ~ 9.5x7.5mm -at least one aliquot appears peripheral (contains fat)	6.6	Lung	Lung	8-11 hours	BP-19380	RNA isolation_Trizol Manual (Cell Pellet)	10/13/2011	GTEx_AffyBatch9_May12	05/31/2012	Affymetrix Expression																																													
GTEX-POYW-1226-SM-325A1	2	C1	2 pieces, ~ 9.5x7.5mm -at least one aliquot appears peripheral (contains fat)		Lung	Lung	8-11 hours	BP-23760	DNA Isolation from Tissue via QIAgen Spin Column	04/03/2012	GTEx_batch7_OM5_May12	06/21/2012	Illumina OMNI SNP Array																																													
GTEX-POYW-1226-SM-325HG	2	C1	2 pieces, ~ 9.5x7.5mm -at least one aliquot appears peripheral (contains fat)		Lung	Lung	8-11 hours	BP-23760	DNA Isolation from Tissue via QIAgen Spin Column	04/03/2012	GTEx_batch7_Exome_May12_retry	07/23/2012	Illumina Human Exome SNP Array																																													
GTEX-PSDG-0004-SM-2IJGH		C1			Blood	Whole Blood	0-3 hours	BP-19190	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	10/03/2011	GTExBatch3_SNP5M_Dec11	12/22/2011	Illumina OMNI SNP Array																																													
GTEX-PSDG-0004-SM-2XK1T		C1			Blood	Whole Blood	0-3 hours	BP-19190	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	10/03/2011	GTEx_96Exome_May12	06/06/2012	Illumina Human Exome SNP Array																																													
GTEX-PSDG-0005-SM-2M481		C1		8	Blood	Whole Blood	0-3 hours	BP-19187	RNA isolation_PAXgene Blood RNA (Manual)	10/03/2011	GTEx_Batch4Affy_Jan2012	02/07/2012	Affymetrix Expression																																													
GTEX-PSDG-0005-SM-3GADC		C1		8	Blood	Whole Blood	0-3 hours	BP-19187	RNA isolation_PAXgene Blood RNA (Manual)	10/03/2011	LCSET-2014	09/08/2012	TrueSeq.v1	0.8190422	82036	0.97302604	1193	0.8506108	0.8603122	0.2628619	21144	0.31671736	0.73461825	76	27.43215	0.002731111	173	12553886	76221406	0.026803179	1389638	89607860	13253806	0.6519445	123618	35756822	92305	0.05395776	0	0.11271379	0.2694032	0.73179084	24140642	0.0061499276	15728975	7088383	16401649	174	17366700	15065441	0.0043770783	17242093	49.819977	0.015507993	0.88217926	755	0.6832826	51.04678
GTEX-PSDG-0226-SM-2I5FR	0	C1	6 pieces, ~8x2.5mm; good appendages	7.4	Skin	Skin - Sun Exposed (Lower leg)	4-7 hours	BP-19411	RNA isolation_PAXgene Tissue miRNA	10/17/2011	LCSET-1168_5	04/02/2012	TrueSeq.v1	0.07483409	125821	0.96706975	1506	0.14584038	0.84756833	0.26345038	22616	0.5886644	0.7823096	76	14.865378	0.0044408357	134	23817775	35689490	0.032742612	501178	244716102	97789777	0.6586465	131482	8792903	112843	0.060316853	8916276	0.11950135	0.08585104	0.123609684	21009132	0.0068533854	3740496	9856792	3895478	112	10343500	6187037	0.005084007	10142347	49.50904	0.0020479977	0.2004276	737	0.41133562	51.014816
GTEX-PSDG-0226-SM-2M48X	0	C1	6 pieces, ~8x2.5mm; good appendages	7.4	Skin	Skin - Sun Exposed (Lower leg)	4-7 hours	BP-19411	RNA isolation_PAXgene Tissue miRNA	10/17/2011	GTEx_Batch4Affy_Jan2012	02/07/2012	Affymetrix Expression																																													
GTEX-PSDG-0226-SM-33HC1	0	C1	6 pieces, ~8x2.5mm; good appendages	7.4	Skin	Skin - Sun Exposed (Lower leg)	4-7 hours	BP-19411	RNA isolation_PAXgene Tissue miRNA	10/17/2011	LCSET-1668	09/11/2012	TrueSeq.v1	0.5311101	144114	0.97053206	1084	0.5420704	0.8480742	0.2750414	23629	0.39720154	0.74873525	76	30.010323	0.0022367628	211	17818814	81384985	0.02930612	754740	150137296	16803448	0.63147235	134768	38706821	81799	0.04371515	0	0.1224578	0.21531118	0.4597159	32326240	0.004293847	16791122	4486392	17252839	213	17682974	13463677	0.0032445083	17775357	50.130264	0.005026999	0.5530307	771	0.60279846	50.678123
GTEX-PSDG-0426-SM-2QU46	1	C1	2 pieces, ~7x7 & 9x5 mm, about 60% and 25% fat and stroma	7.6	Muscle	Muscle - Skeletal	4-7 hours	BP-19411	RNA isolation_Trizol Manual (Cell Pellet)	10/17/2011	GTEX_AffyBatch5_March12	03/29/2012	Affymetrix Expression																																													
GTEX-PSDG-0426-SM-2S1OF	1	C1	2 pieces, ~7x7 & 9x5 mm, about 60% and 25% fat and stroma	7.6	Muscle	Muscle - Skeletal	4-7 hours	BP-19411	RNA isolation_Trizol Manual (Cell Pellet)	10/17/2011	LCSET-1464	06/08/2012	TrueSeq.v1	0.2271748	20110	0.9758889	2290	0.23004115	0.9019906	0.30909505	17049	0.8056677	0.7370066	76	6.370272	0.005097868	140	17616201	14163724	0.02392118	216296	61570392	23133434	0.75224304	107221	6642740	202153	0.112665184	0	0.07389829	0.18533672	0.20749496	11411255	0.0040225433	2792067	643369	2896664	112	2953988	2776829	0.004566905	2882133	49.384396	0.0035129872	0.2329075	614	0.1943323	50.919334
GTEX-PSDG-0526-SM-2QU4G	1	C1	2 pieces, ~2.5 mm diameter	7.6	Blood Vessel	Artery - Tibial	4-7 hours	BP-19411	RNA isolation_Trizol Manual (Cell Pellet)	10/17/2011	GTEX_AffyBatch5_March12	03/29/2012	Affymetrix Expression																																													
GTEX-PSDG-0526-SM-2S1OH	1	C1	2 pieces, ~2.5 mm diameter	7.6	Blood Vessel	Artery - Tibial	4-7 hours	BP-19411	RNA isolation_Trizol Manual (Cell Pellet)	10/17/2011	LCSET-1464	06/08/2012	TrueSeq.v1	0.6880229	58849	0.9738504	956	0.7059365	0.8711188	0.2917009	20811	0.8259002	0.73471886	76	36.668224	0.0046749674	148	66160109	43130782	0.025795056	231680	61097258	21630718	0.5810103	125363	20111009	75514	0.040564705	0	0.102731615	0.58303314	0.61495453	35621723	0.0036739747	8654912	1930789	8914873	116	9321380	8297998	0.0041871713	9168079	49.585434	0.003791987	0.7238501	796	0.17409976	50.7398
GTEX-PSDG-0626-SM-2QU42	1	C1	2 pieces, ~6x3 mm, <2% fat	7.3	Nerve	Nerve - Tibial	4-7 hours	BP-19411	RNA isolation_Trizol Manual (Cell Pellet)	10/17/2011	GTEX_AffyBatch5_March12	03/29/2012	Affymetrix Expression																																													
GTEX-PSDG-0626-SM-2S1OE	1	C1	2 pieces, ~6x3 mm, <2% fat	7.3	Nerve	Nerve - Tibial	4-7 hours	BP-19411	RNA isolation_Trizol Manual (Cell Pellet)	10/17/2011	LCSET-1464	06/08/2012	TrueSeq.v1	0.42925173	74261	0.9701612	1216	0.441797	0.8141735	0.25271815	21960	0.8603885	0.77233887	76	16.328802	0.0047986903	138	60424220	29663260	0.02960622	167520	67142290	24810352	0.65158147	129849	13732856	99158	0.05188063	0	0.15598771	0.38011703	0.3596994	25521928	0.0039012034	6055135	2910148	6212938	108	6529436	5070713	0.00436269	6457666	49.723686	0.002495	0.45434222	762	0.1396115	50.643147
GTEX-PSDG-0726-SM-2I5FN	1	C1	2 pieces, 9x6 & 8x5mm;	6.7	Thyroid	Thyroid	8-11 hours	BP-19411	RNA isolation_PAXgene Tissue miRNA	10/17/2011	LCSET-1168_6	04/02/2012	TrueSeq.v1	0.30060264	119625	0.95698357	822	0.38187492	0.7546999	0.29874468	25508	0.74573576	0.81774485	76	32.10875	0.003918471	130	87676209	69341779	0.04279357	977821	181582433	56658751	0.5909099	140326	26492250	56629	0.02957287	9479983	0.2022836	0.2847778	0.28820097	51710644	0.008351553	11284864	7642605	11610644	109	15856346	9617509	0.005715689	15808162	49.923916	0.005384998	0.41577208	842	0.25426427	50.711452
GTEX-PSDG-0726-SM-2M48T	1	C1	2 pieces, 9x6 & 8x5mm;	6.7	Thyroid	Thyroid	8-11 hours	BP-19411	RNA isolation_PAXgene Tissue miRNA	10/17/2011	GTEx_Batch4Affy_Jan2012	02/07/2012	Affymetrix Expression																																													
GTEX-PSDG-0926-SM-2I5FP	1	C1	2 pieces, ~10.5x6 mm; <5% fat; small foci of fibrosis	7.1	Heart	Heart - Left Ventricle	8-11 hours	BP-19411	RNA isolation_PAXgene Tissue miRNA	10/17/2011	LCSET-1168_6	02/25/2012	TrueSeq.v1	0.61182785	69587	0.98046464	1010	0.72041696	0.8953568	0.27670795	22644	0.51707244	0.7621609	76	29.046944	0.0041078455	154	28543468	82119312	0.019386036	2879807	113988591	23776916	0.6625276	130874	34145336	78493	0.04335571	12069459	0.085107826	0.37250772	0.64503014	42461633	0.0067714993	13122999	3771674	13649049	159	14700945	11029639	0.0053605894	14555864	49.75206	0.025263993	0.6671076	813	0.48292756	50.982464
GTEX-PSDG-0926-SM-2M48V	1	C1	2 pieces, ~10.5x6 mm; <5% fat; small foci of fibrosis	7.1	Heart	Heart - Left Ventricle	8-11 hours	BP-19411	RNA isolation_PAXgene Tissue miRNA	10/17/2011	GTEx_Batch4Affy_Jan2012	02/07/2012	Affymetrix Expression																																													
GTEX-PSDG-1126-SM-2QU4R	1	C1	2 pieces, ~10x7 mm; patchy bronchopneumonia, 'heart failure' cells, prominent arteries	7.4	Lung	Lung	8-11 hours	BP-19412	RNA isolation_Trizol Manual (Cell Pellet)	10/17/2011	GTEX_AffyBatch5_March12	03/29/2012	Affymetrix Expression																																													
GTEX-PSDG-1126-SM-2S1ON	1	C1	2 pieces, ~10x7 mm; patchy bronchopneumonia, 'heart failure' cells, prominent arteries	7.4	Lung	Lung	8-11 hours	BP-19412	RNA isolation_Trizol Manual (Cell Pellet)	10/17/2011	LCSET-1464	06/08/2012	TrueSeq.v1	0.38376766	57767	0.9688494	1509	0.39457288	0.79834116	0.2756679	21503	0.8322139	0.7295772	76	14.127497	0.004906265	128	43642138	28062275	0.03090904	443935	71120640	24161924	0.66016126	128794	12983897	127492	0.065259434	0	0.17050827	0.32836902	0.31500378	23353815	0.0040196767	5670897	2137708	5839406	109	6116713	4266548	0.00447511	6051197	49.73078	0.0062419996	0.40537807	712	0.1677861	50.73199
GTEX-PVOW-0006-SM-2XV5H		C1		6.8	Blood	Whole Blood	8-11 hours	BP-19375	RNA isolation_Trizol Manual (Cell Pellet)	10/13/2011	GTEx_AffyBatch9_May12	05/31/2012	Affymetrix Expression																																													
GTEX-PVOW-0006-SM-3NMB8		C1		6.8	Blood	Whole Blood	8-11 hours	BP-19375	RNA isolation_PAXgene Blood RNA (Manual)	10/13/2011	LCSET-2385	12/16/2012	TrueSeq.v1	0.90355676	72218	0.97916263	1227	0.9187045	0.93341887	0.25313914	19943	0.24657433	0.77426994	76	24.704336	0.003420234	357	12745775	103032117	0.020719053	2439024	112149362	14097468	0.67209405	116967	49438984	87574	0.055111576	0	0.045743775	0.22652894	0.85753614	25405075	0.0035465497	23369862	40154963	24288644	343	24529208	27182147	0.0034823506	24711778	50.185387	0.021747997	0.9338522	780	0.75342566	50.96393
