/proj/b2010078/PublicDataProject/EvolutionOfGeneExpression/tophat_brain_out/counts_brain_tophat_htseq.txt	/proj/b2010078/PublicDataProject/EvolutionOfGeneExpression/tophat_heart_out/counts_heart_tophat_htseq.txt	/proj/b2010078/PublicDataProject/EvolutionOfGeneExpression/tophat_kidney_out/counts_kidney_tophat_htseq.txt	/proj/b2010078/PublicDataProject/RNASeqAtlas/project_tophat_output/tophat_brain_out/count_brain.txt	/proj/b2010078/PublicDataProject/RNASeqAtlas/project_tophat_output/tophat_heart_out/count_heart.txt	/proj/b2010078/PublicDataProject/RNASeqAtlas/project_tophat_output/tophat_kidney_out/count_kidney.txt	/proj/b2010078/PublicDataProject/BodyMap/ERR030882_tophat_output/count.txt	/proj/b2010078/PublicDataProject/BodyMap/ERR030886_tophat_output/count.txt	/proj/b2010078/PublicDataProject/BodyMap/ERR030885_tophat_output/count.txt	/proj/b2010078/PublicDataProject/HPA/count_brain_3b.txt	/proj/b2010078/PublicDataProject/HPA/count_heart_6a.txt	/proj/b2010078/PublicDataProject/HPA/count_kidney_a.txt	/proj/b2010078/PublicDataProject/Wang/brain_counts.txt	/proj/b2010078/PublicDataProject/Wang/heart_counts.txt	/proj/b2010078/PublicDataProject/EvolutionOfGeneExpression/count_brain.txt
ENSG00000258333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258334	1	0	0	2	0	0	2	0	5	10	0	0	0	0
ENSG00000258336	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258337	0	0	0	2	4	10	1	8	16	0	0	1	1	0
ENSG00000258338	0	0	0	3	0	1	0	0	0	0	0	0	0	0
ENSG00000258342	16	0	0	3	0	0	57	0	1	23	0	0	7	0
ENSG00000258343	0	0	0	2	0	1	5	0	4	0	0	0	0	0
ENSG00000258344	2	0	0	1	6	3	4	5	23	6	1	0	4	2
ENSG00000258345	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258346	0	0	0	2	0	3	0	0	0	0	0	0	0	0
ENSG00000258348	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258349	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258350	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258352	0	0	2	4	3	0	4	1	2	1	1	4	0	0
ENSG00000258353	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258354	0	0	2	0	0	2	0	3	3	0	0	1	2	0
ENSG00000258355	1	0	0	0	0	0	2	2	4	2	0	0	0	1
ENSG00000258356	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258357	0	1	0	2	1	0	3	0	8	0	0	1	1	0
ENSG00000258358	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258359	5	0	0	4	4	1	31	18	8	6	1	1	0	0
ENSG00000258360	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258361	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258363	0	0	0	0	0	0	98	101	88	0	0	0	0	1
ENSG00000258364	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258365	3	4	8	7	7	11	5	7	24	4	1	3	3	1
ENSG00000258366	22	9	12	3	0	1	22	6	15	32	4	10	4	5
ENSG00000258367	0	0	0	1	0	4	26	15	9	0	0	0	1	0
ENSG00000258368	1	0	0	14	3	4	27	2	3	6	0	0	2	0
ENSG00000258369	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258370	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258372	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258373	0	0	0	0	5	6	7	5	0	0	0	0	0	3
ENSG00000258374	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258375	0	0	0	2	1	8	13	4	16	0	0	0	3	2
ENSG00000258376	5	3	15	0	1	3	14	8	43	12	9	13	1	1
ENSG00000258377	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258378	2	0	0	0	0	1	14	1	4	5	0	0	0	1
ENSG00000258379	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ENSG00000258380	0	0	0	0	9	0	0	5	0	0	0	0	0	1
ENSG00000258381	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258382	0	3	1	0	4	4	9	0	3	0	0	1	5	3
ENSG00000258383	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258384	1	2	3	6	2	2	19	6	38	4	1	1	7	5
ENSG00000258385	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ENSG00000258386	1	1	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000258387	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258388	14	7	6	9	15	15	46	16	35	19	10	3	7	1
ENSG00000258389	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258390	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ENSG00000258391	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000258392	0	0	0	0	0	0	6	0	0	0	0	0	0	0
ENSG00000258393	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258394	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258395	1	2	28	2	14	239	0	0	34	0	1	7	0	0
ENSG00000258396	0	0	2	13	9	13	66	36	83	0	0	0	40	17
ENSG00000258397	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000258398	4	3	0	6	4	4	47	13	8	2	1	1	6	3
ENSG00000258399	23	9	2	133	14	14	102	43	12	20	1	2	9	0
ENSG00000258400	0	2	0	1	0	0	4	5	7	1	0	0	5	0
ENSG00000258401	0	0	1	0	0	3	0	0	0	0	0	0	1	4
ENSG00000258402	0	0	1	1	2	4	9	7	12	1	5	10	1	0
ENSG00000258403	1	0	0	2	0	0	3	0	0	0	0	0	6	0
ENSG00000258404	1	0	1	0	0	0	5	0	0	0	0	0	1	0
ENSG00000258405	5	11	7	24	7	17	53	40	71	43	14	7	3	6
ENSG00000258406	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258407	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000258408	2	1	0	0	0	0	0	0	4	0	2	0	0	0
ENSG00000258410	10	12	4	0	0	1	24	34	16	11	3	0	7	4
ENSG00000258411	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258412	0	0	1	0	1	3	0	0	0	0	0	1	0	0
ENSG00000258413	2	3	1	0	1	0	1	1	1	1	2	2	0	0
ENSG00000258414	0	0	0	1	0	1	0	2	0	1	1	1	0	0
ENSG00000258415	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258416	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ENSG00000258417	0	0	0	0	0	0	2	1	1	0	0	0	0	0
ENSG00000258418	1	0	0	0	0	0	0	1	0	1	0	0	1	0
ENSG00000258419	0	0	0	4	3	0	3	0	0	0	0	0	0	0
ENSG00000258420	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258421	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258422	6	2	0	45	79	186	74	72	116	15	0	0	4	2
ENSG00000258423	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ENSG00000258424	13	7	3	25	13	17	98	28	52	81	13	9	4	3
ENSG00000258425	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000258426	0	0	0	3	0	0	0	0	0	0	0	0	1	0
ENSG00000258427	0	0	0	0	0	1	0	1	5	0	0	1	0	0
ENSG00000258428	0	0	0	0	1	3	5	0	10	2	0	1	0	0
ENSG00000258429	50	19	266	0	0	0	14	17	127	0	0	74	4	6
ENSG00000258430	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258431	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258433	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000258434	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258435	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000258436	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258437	0	0	0	0	1	4	0	0	0	0	0	0	0	0
ENSG00000258438	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258439	1	2	1	3	4	6	4	0	11	4	2	2	0	0
ENSG00000258440	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258441	1312	79	72	1201	81	137	12121	746	852	1748	151	99	1194	33
ENSG00000258442	1	1	1	4	4	1	0	0	4	0	0	1	0	0
ENSG00000258443	1	1	2	3	0	1	19	3	5	7	1	1	5	3
ENSG00000258444	0	10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258445	1	0	0	1	0	4	4	5	0	0	0	0	0	0
ENSG00000258446	0	0	0	6	33	26	0	0	0	0	0	0	0	0
ENSG00000258447	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258448	0	0	0	0	0	0	0	0	24	0	0	0	0	0
ENSG00000258449	0	0	0	0	0	0	5	0	3	0	0	0	0	0
ENSG00000258450	2	1	1	1	2	0	5	0	4	5	3	1	1	0
ENSG00000258451	0	0	2	0	0	0	0	2	5	0	0	0	0	0
ENSG00000258452	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000258453	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258454	1	1	0	2	0	3	4	2	16	1	0	4	0	0
ENSG00000258455	0	0	0	1	0	0	2	0	2	0	0	0	0	0
ENSG00000258456	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258457	4	8	22	14	27	104	6	15	22	17	10	14	0	11
ENSG00000258458	5	1	1	7	0	0	12	6	11	17	3	2	0	1
ENSG00000258459	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258460	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000258461	32	21	102	5	14	55	44	34	40	42	28	21	5	18
ENSG00000258462	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258463	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258464	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258465	0	0	0	0	0	1	1	0	0	1	1	1	1	1
ENSG00000258466	0	0	1	0	0	3	2	0	0	1	0	0	0	0
ENSG00000258467	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258468	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000258469	6	5	5	4	5	25	13	14	2	0	0	0	5	5
ENSG00000258471	0	1	1	1	0	2	4	1	3	15	2	0	1	0
ENSG00000258472	156	42	782	9	6	64	526	133	773	83	7	407	67	20
ENSG00000258473	0	0	0	0	1	0	2	0	0	0	0	0	0	0
ENSG00000258474	0	1	0	0	2	2	0	0	0	0	0	3	0	0
ENSG00000258475	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258476	0	2	1	0	11	1	8	20	0	1	0	3	0	1
ENSG00000258477	0	0	1	1	0	3	1	1	6	0	0	0	0	0
ENSG00000258478	3	0	0	3	0	2	0	0	0	0	0	0	0	0
ENSG00000258479	1	2	0	0	2	0	15	4	1	1	0	0	0	0
ENSG00000258480	1	0	0	1	0	1	9	1	15	0	0	0	1	0
ENSG00000258481	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258482	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258483	1	0	0	0	0	0	28	0	0	9	0	0	1	0
ENSG00000258484	9	14	21	22	61	30	128	152	135	15	27	11	11	5
ENSG00000258485	0	1	0	2	6	11	3	19	4	0	0	0	1	0
ENSG00000258486	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000258487	0	0	1	0	1	0	3	0	0	0	0	0	0	0
ENSG00000258488	0	0	0	0	0	0	1	0	0	2	2	0	0	0
ENSG00000258489	0	0	0	0	0	0	0	2	0	0	1	4	0	0
ENSG00000258490	0	0	0	0	0	4	13	7	12	0	0	0	1	0
ENSG00000258491	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258493	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258494	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258496	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000258497	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258498	34	65	10	8	6	0	23	72	104	75	18	18	6	27
ENSG00000258499	3	1	0	0	0	0	10	0	0	1	0	0	0	0
ENSG00000258500	0	0	1	0	0	1	5	0	1	0	0	0	9	5
ENSG00000258501	0	0	0	0	1	0	0	2	2	0	0	0	1	0
ENSG00000258502	1	0	1	2	0	3	1	0	0	1	0	1	0	0
ENSG00000258503	0	0	0	0	0	0	3	0	0	0	0	0	1	0
ENSG00000258504	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258505	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258506	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000258507	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000258509	0	0	0	2	0	0	2	0	0	0	0	0	0	0
ENSG00000258510	1	0	0	0	0	0	7	0	7	0	0	0	0	0
ENSG00000258511	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258512	1	0	1	1	0	0	2	0	8	0	0	1	0	0
ENSG00000258513	0	0	0	0	0	3	1	0	1	0	0	0	0	0
ENSG00000258514	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258515	7	0	3	19	14	41	95	8	30	104	5	4	11	2
ENSG00000258516	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258517	5	0	0	1	2	8	6	1	0	6	0	0	3	1
ENSG00000258518	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258519	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258520	1	1	1	7	0	0	25	6	11	19	1	2	1	0
ENSG00000258521	1	20	2	1	2	4	12	27	23	5	3	1	2	2
ENSG00000258522	0	0	1	1	7	1	27	17	6	0	0	0	2	2
ENSG00000258524	1	0	2	0	0	0	0	0	10	1	0	1	0	0
ENSG00000258525	0	1	0	0	14	15	11	10	3	0	0	1	0	0
ENSG00000258526	1	0	0	5	4	21	11	8	15	3	0	0	1	0
ENSG00000258527	3	3	0	0	0	0	1	11	10	4	0	0	0	0
ENSG00000258528	3	0	0	1	0	1	4	7	4	0	0	0	4	2
ENSG00000258529	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258530	0	0	0	8	15	18	131	40	87	0	0	0	34	17
ENSG00000258531	0	1	0	0	0	0	0	3	0	0	0	0	0	1
ENSG00000258532	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258533	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258534	0	0	1	1	2	0	3	5	5	0	2	4	1	2
ENSG00000258535	3	1	14	11	13	25	59	13	178	19	1	6	12	1
ENSG00000258536	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258537	0	0	0	0	0	0	4	0	0	3	0	0	0	0
ENSG00000258538	2	0	0	0	0	0	10	0	0	1	1	1	3	0
ENSG00000258539	20	2	7	0	0	2	22	1	4	10	0	1	0	0
ENSG00000258540	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258541	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258542	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258543	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258544	0	0	0	0	1	1	0	0	6	0	0	0	0	1
ENSG00000258545	17	3	3	32	16	48	118	42	71	4	2	4	3	3
ENSG00000258546	1	0	1	3	0	4	12	0	3	0	0	0	0	0
ENSG00000258548	3	0	32	3	4	58	11	0	2183	36	0	389	0	0
ENSG00000258549	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258550	0	0	0	0	0	2	1	0	0	0	0	0	0	0
ENSG00000258551	1	1	1	3	6	23	57	30	46	0	5	2	2	0
ENSG00000258552	0	0	0	4	2	2	5	0	0	0	0	0	0	0
ENSG00000258553	0	0	1	0	0	2	0	1	8	0	1	1	0	0
ENSG00000258554	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258555	0	0	0	0	0	0	14	10	6	0	0	0	0	0
ENSG00000258556	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000258557	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258558	0	1	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000258559	14	2	1	0	0	2	87	40	66	116	11	12	5	4
ENSG00000258560	0	1	0	0	1	3	2	0	0	0	0	0	1	1
ENSG00000258561	0	1	4	5	0	13	9	16	23	0	0	3	0	0
ENSG00000258562	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000258563	0	1	0	0	0	2	6	1	0	0	0	0	1	0
ENSG00000258564	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000258565	0	0	0	3	16	1	2	0	7	0	1	0	0	0
ENSG00000258566	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000258567	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258568	1	5	5	0	0	0	8	8	0	2	2	3	1	1
ENSG00000258569	1	1	0	0	2	0	1	0	0	10	5	0	0	0
ENSG00000258570	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258571	2	0	0	0	0	1	12	1	0	1	0	0	0	1
ENSG00000258572	1	8	1	1	1	0	3	9	0	6	4	0	1	4
ENSG00000258573	0	0	0	4	2	0	0	0	0	0	0	0	0	0
ENSG00000258576	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000258577	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000258578	0	0	0	9	3	3	0	0	0	0	0	0	1	0
ENSG00000258579	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258580	2	2	0	13	13	14	17	22	0	0	3	0	0	0
ENSG00000258581	0	2	2	1	0	0	5	1	0	2	0	0	0	0
ENSG00000258582	0	0	0	5	1	3	3	4	6	0	0	0	3	2
ENSG00000258583	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000258584	10	0	0	19	0	1	70	5	2	21	0	0	3	1
ENSG00000258585	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258586	0	1	12	3	6	215	9	0	431	0	0	64	1	0
ENSG00000258587	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000258588	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258589	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258590	1	2	0	2	2	1	98	43	28	28	0	0	4	0
ENSG00000258591	2	1	2	0	0	0	22	2	18	8	0	2	1	0
ENSG00000258592	3	7	5	0	0	0	5	18	1	0	0	0	0	0
ENSG00000258593	5	2	36	2	1	61	19	9	173	1	0	3	6	0
ENSG00000258594	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000258595	0	0	0	0	0	0	0	0	0	0	0	0	1	2
ENSG00000258597	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000258598	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000258599	1	0	0	2	0	0	2	0	0	3	0	0	0	0
ENSG00000258600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258601	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258602	0	0	2	0	4	0	1	3	0	0	54	0	0	0
ENSG00000258603	7	1	8	0	0	3	7	4	13	0	0	0	2	4
ENSG00000258604	1	1	0	0	0	0	23	18	24	15	2	8	1	2
ENSG00000258605	0	0	2	23	4	10	0	0	0	0	0	0	1	1
ENSG00000258607	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258608	0	0	0	0	0	0	4	58	9	0	0	0	0	0
ENSG00000258609	0	0	0	3	1	8	35	20	36	0	0	1	2	0
ENSG00000258610	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258611	5	1	0	5	3	1	1	3	0	3	0	0	1	0
ENSG00000258612	1	0	2	0	0	2	4	0	7	3	0	1	1	0
ENSG00000258613	0	1	0	4	11	4	3	0	0	0	0	0	1	0
ENSG00000258615	1	0	0	0	3	8	17	2	3	0	0	0	0	0
ENSG00000258616	0	0	19	0	1	76	0	1	55	0	0	18	0	0
ENSG00000258617	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000258618	0	0	0	0	0	1	0	0	3	0	0	0	2	0
ENSG00000258619	0	0	0	3	3	6	3	2	0	0	0	0	0	0
ENSG00000258620	0	0	0	0	1	0	0	2	0	0	0	0	0	0
ENSG00000258622	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258623	3	1	2	0	0	0	10	5	2	5	1	6	1	2
ENSG00000258624	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000258625	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258626	2	0	0	0	11	4	15	1	44	1	0	5	0	0
ENSG00000258627	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258628	1	6	83	5	2	26	6	31	85	8	0	9	1	3
ENSG00000258629	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000258630	0	0	0	0	0	0	6	0	0	0	0	2	0	0
ENSG00000258631	0	0	0	1	0	0	3	0	0	1	0	0	0	0
ENSG00000258632	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000258633	0	0	0	0	0	1	0	0	0	1	2	1	0	0
ENSG00000258634	55	32	81	17	12	17	318	121	442	160	28	109	60	16
ENSG00000258635	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258636	6	2	0	17	9	14	50	5	28	16	4	1	3	1
ENSG00000258637	0	0	1	0	0	0	7	0	0	0	0	0	0	0
ENSG00000258638	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258639	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258640	0	0	0	0	3	6	7	3	12	0	0	0	1	0
ENSG00000258641	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258642	0	0	0	0	0	0	0	2	0	4	0	0	1	0
ENSG00000258643	3	1	1	0	0	0	22	2	24	11	4	1	0	0
ENSG00000258644	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258645	0	0	0	0	0	0	0	23	6	1	0	0	0	0
ENSG00000258646	2	2	1	0	1	5	4	2	13	9	6	1	1	0
ENSG00000258647	1	2	0	2	0	1	16	5	7	0	0	0	0	0
ENSG00000258648	1	3	0	6	4	15	6	10	5	0	0	0	1	0
ENSG00000258649	2	1	0	6	0	1	13	3	3	2	0	0	2	0
ENSG00000258650	0	0	0	3	0	0	1	0	0	0	0	0	0	0
ENSG00000258651	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258652	0	0	0	0	0	0	1	0	0	3	0	0	0	0
ENSG00000258653	1	0	0	0	4	2	4	1	0	0	0	0	2	1
ENSG00000258654	0	0	47	0	0	4	4	1	6	0	0	2	2	0
ENSG00000258655	27	17	20	27	38	8	215	267	143	90	36	50	20	38
ENSG00000258656	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258657	0	0	1	0	0	7	0	0	0	0	0	0	0	0
ENSG00000258658	0	2	1	1	2	0	9	2	0	5	0	4	0	0
ENSG00000258659	2	2	4	1	0	2	1	8	15	1	0	0	1	0
ENSG00000258660	26	6	11	6	0	6	520	140	253	141	19	51	7	6
ENSG00000258661	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258662	1	0	0	4	3	1	2	0	0	0	0	0	0	0
ENSG00000258663	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258664	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258665	0	0	0	0	0	0	2	3	0	0	0	0	0	0
ENSG00000258666	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258667	1	20	0	4	51	15	11	146	43	3	34	3	0	6
ENSG00000258668	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258670	0	0	0	8	10	30	39	25	44	0	0	0	4	2
ENSG00000258671	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258672	4	0	0	1	0	0	4	0	0	1	0	0	0	0
ENSG00000258673	2	0	0	0	0	0	7	0	0	5	0	0	1	0
ENSG00000258674	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258675	0	0	0	4	0	0	8	7	0	7	6	2	1	1
ENSG00000258676	1	73	0	1	12	0	6	172	3	0	3	0	0	76
ENSG00000258677	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258678	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258679	9	3	9	22	17	14	129	23	53	3	1	0	8	2
ENSG00000258680	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ENSG00000258681	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258682	7	10	4	0	3	4	82	35	101	65	14	4	3	0
ENSG00000258683	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258684	1	0	0	3	0	0	13	5	7	0	0	1	0	0
ENSG00000258685	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258686	13	5	7	0	4	7	24	16	29	23	5	8	4	4
ENSG00000258687	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258689	0	0	0	5	3	3	0	1	8	1	0	0	1	0
ENSG00000258690	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000258691	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258692	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000258693	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000258694	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000258695	1	1	0	0	0	0	49	2	9	2	1	0	1	0
ENSG00000258696	13	0	0	9	0	0	32	3	0	6	0	0	0	0
ENSG00000258697	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258698	0	0	0	0	0	1	2	2	1	0	0	0	0	0
ENSG00000258699	0	0	0	1	0	1	6	0	0	0	0	0	2	0
ENSG00000258700	0	0	10	0	0	28	1	0	51	0	0	18	1	0
ENSG00000258701	5	3	3	0	0	2	14	14	34	29	5	9	7	2
ENSG00000258702	53	1	1	21	0	3	184	21	51	37	1	0	23	1
ENSG00000258703	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258704	3	3	16	17	13	44	13	21	96	10	4	22	1	0
ENSG00000258705	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000258706	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258707	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258708	12	2	6	22	12	20	166	39	147	105	36	21	2	3
ENSG00000258710	1	0	0	0	6	0	8	0	0	1	0	0	0	0
ENSG00000258711	26	27	25	78	39	131	156	114	156	9	5	18	23	21
ENSG00000258712	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258713	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000258714	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258716	0	0	0	3	2	3	0	0	0	0	0	0	0	0
ENSG00000258717	0	0	0	0	0	0	1	0	0	1	0	1	0	0
ENSG00000258718	0	0	0	0	0	0	0	0	0	0	0	0	0	0
